yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,citizenship
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,0--8,Minor,LA
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,KZ
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,18--20,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,21--23,Adult,UA
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,BY
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,CO
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,MD
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,24--26,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,27--29,Adult,UA
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,TM
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
2010,Case Management,Female,30--38,Adult,UA
